Gender,Job,Salary,Height,Weight
F,D,6149,147,71
F,T,5385,159,47
F,D,5708,183,82
F,D,3544,176,62
F,T,6868,150,93
F,D,3335,182,73
F,D,6837,165,93
F,D,4085,151,52
F,D,5147,168,72
F,D,3527,183,73
F,T,3409,176,41
F,P,5053,165,75
F,T,4031,165,57
F,D,3302,165,53
F,T,3902,165,77
F,D,4245,156,44
F,D,6622,145,95
F,D,5305,161,58
F,D,3942,177,67
F,D,5737,172,97
F,P,6271,171,98
F,T,4298,149,75
F,D,5851,168,49
F,D,6904,155,56
F,P,4568,185,88
F,T,4298,163,52
F,D,6455,157,93
F,D,4731,150,88
F,T,6797,165,97
F,T,5521,169,50
F,T,5136,148,93
F,T,4765,180,90
F,T,4943,185,80
F,P,3883,157,43
F,D,4262,177,96
F,P,6259,179,63
F,P,3174,158,67
F,T,4872,146,81
F,D,3312,183,82
F,T,5291,173,51
F,T,6279,176,49
F,T,4917,155,41
F,T,5588,181,94
F,T,5007,156,51
F,D,6507,165,54
F,T,4425,157,86
F,T,3778,157,89
F,T,4631,149,87
F,P,6175,166,92
F,P,5601,177,64
M,D,6096,164,60
M,P,3150,155,55
M,P,6290,176,62
M,D,4684,172,80
M,T,6951,154,94
M,T,4898,146,52
M,P,6340,177,61
M,P,5729,157,67
M,D,6709,148,48
M,T,4501,163,80
M,T,3947,155,87
M,T,3236,177,50
M,D,3985,168,67
M,P,4656,157,97
M,P,4479,183,97
M,T,3625,160,56
M,D,6596,151,66
M,D,5234,168,49
M,D,5924,178,56
M,T,5563,159,69
M,P,4083,178,92
M,T,5480,165,93
M,D,4198,158,46
M,D,5261,182,89
M,T,6380,171,41
M,P,4585,147,79
M,D,3656,168,46
M,P,5186,159,70
M,T,5816,161,60
M,T,3414,168,57
M,D,3975,182,66
M,P,6589,170,57
M,P,5996,174,55
M,T,4355,167,65
M,D,6603,158,71
M,D,3254,147,96
M,D,5926,172,97
M,T,4303,149,53
M,P,4144,181,55
M,P,3629,155,47
M,T,4977,160,92
M,D,4992,177,83
M,T,3698,158,75
M,T,5235,168,87
M,P,6687,161,96
M,P,4535,147,57
M,D,4625,159,46
M,D,6945,167,80
M,D,5179,168,55
M,P,6066,160,46
