Gender,Job,Salary,Height,Weight
F,D,4437,173,71
F,T,3502,174,54
F,D,5651,176,78
F,D,6028,169,51
F,T,5336,178,84
F,D,6019,166,46
F,D,5556,148,67
F,D,5083,153,60
F,D,5719,183,58
F,D,4120,152,66
F,T,5885,182,63
F,P,3378,153,98
F,T,5380,180,62
F,D,6514,165,88
F,T,3125,163,75
F,D,6346,160,68
F,D,3259,146,59
F,D,3857,162,79
F,D,6333,151,96
F,D,6609,166,70
F,P,6894,180,91
F,T,5549,147,48
F,D,6534,151,50
F,D,6290,172,70
F,P,3296,185,83
F,T,6488,171,98
F,D,5777,171,76
F,D,6236,175,69
F,T,4770,179,46
F,T,6905,173,55
F,T,4445,172,82
F,T,4426,152,47
F,T,6896,146,58
F,P,3787,182,43
F,D,3179,162,57
F,P,4872,160,94
F,P,5632,181,53
F,T,6888,156,63
F,D,3715,168,42
F,T,5265,175,83
F,T,4261,145,93
F,T,5642,183,70
F,T,6560,175,46
F,T,3641,174,74
F,D,5175,169,68
F,T,6186,185,48
F,T,5395,185,84
F,T,4000,145,75
F,P,6859,163,88
F,P,6383,149,66
M,D,3393,176,95
M,P,6610,159,56
M,P,4947,153,89
M,D,4678,152,65
M,T,4594,176,43
M,T,5788,169,49
M,P,6014,165,41
M,P,4176,162,95
M,D,5520,146,56
M,T,4269,145,82
M,T,6251,157,95
M,T,6473,169,56
M,D,6411,154,63
M,P,4608,158,58
M,P,6003,166,77
M,T,3392,174,83
M,D,4933,163,94
M,D,6213,158,41
M,D,4527,147,50
M,T,4007,170,94
M,P,3401,163,73
M,T,3521,172,51
M,D,3103,150,76
M,D,3809,147,51
M,T,4086,148,48
M,P,6119,177,82
M,D,3704,156,83
M,P,3530,170,89
M,T,4164,154,77
M,T,6190,155,73
M,D,4083,184,62
M,P,3949,147,97
M,P,3816,157,80
M,T,3707,180,78
M,D,3766,181,41
M,D,6287,162,47
M,D,3993,179,51
M,T,6946,166,91
M,P,6216,149,76
M,P,6846,165,70
M,T,3455,175,48
M,D,5765,155,47
M,T,4388,152,92
M,T,3810,184,80
M,P,6652,146,77
M,P,6657,166,95
M,D,5064,150,62
M,D,4869,183,83
M,D,5319,182,48
M,P,6220,149,44
