Gender,Job,Salary,Height,Weight
F,D,6879,179,86
F,T,3271,152,42
F,D,5828,170,97
F,D,3355,160,55
F,T,6430,146,57
F,D,4249,149,49
F,D,3683,176,70
F,D,4343,183,46
F,D,4708,147,89
F,D,3768,156,51
F,T,5961,146,52
F,P,6707,154,45
F,T,3638,184,78
F,D,3419,148,71
F,T,3123,153,97
F,D,3200,178,50
F,D,6183,182,56
F,D,4970,153,80
F,D,5514,161,80
F,D,6628,181,54
F,P,3352,160,44
F,T,4691,177,91
F,D,4272,169,72
F,D,6934,149,78
F,P,5459,163,47
F,T,6918,181,51
F,D,4853,148,64
F,D,5668,151,83
F,T,6156,183,93
F,T,6096,152,88
F,T,3967,176,50
F,T,4010,168,81
F,T,4275,180,71
F,P,5357,168,82
F,D,4788,174,81
F,P,5599,170,45
F,P,3972,174,84
F,T,5265,173,62
F,D,3592,177,77
F,T,3841,183,44
F,T,5232,154,90
F,T,3539,184,92
F,T,3697,162,68
F,T,3260,178,76
F,D,6526,170,72
F,T,5616,161,49
F,T,5469,167,46
F,T,5602,183,47
F,P,4405,157,79
F,P,5021,168,53
M,D,4874,152,57
M,P,6367,182,44
M,P,4019,153,63
M,D,3564,182,87
M,T,3893,175,66
M,T,6492,146,92
M,P,5883,157,56
M,P,6950,145,83
M,D,6839,156,92
M,T,6955,161,51
M,T,6249,171,94
M,T,3473,178,77
M,D,5880,184,51
M,P,6592,165,62
M,P,3669,178,95
M,T,5534,173,69
M,D,3865,181,69
M,D,5964,185,71
M,D,6260,168,60
M,T,5835,179,55
M,P,3691,174,96
M,T,6413,163,85
M,D,4984,181,81
M,D,5882,160,63
M,T,4538,177,76
M,P,3230,159,62
M,D,4854,155,95
M,P,3724,166,61
M,T,4345,177,89
M,T,4933,156,97
M,D,5350,152,89
M,P,5068,147,41
M,P,5981,152,70
M,T,3563,164,83
M,D,6378,183,71
M,D,3113,170,82
M,D,3121,171,95
M,T,5913,179,52
M,P,5076,159,94
M,P,6849,177,75
M,T,5599,175,62
M,D,3829,167,70
M,T,5256,147,54
M,T,4715,145,51
M,P,6251,183,98
M,P,5220,152,80
M,D,4794,160,73
M,D,5697,178,53
M,D,3549,168,42
M,P,3885,172,85
