Gender,Job,Salary,Height,Weight
F,D,4566,178,84
F,T,3489,177,81
F,D,6891,178,79
F,D,4247,166,49
F,T,5393,155,58
F,D,3876,159,46
F,D,6277,174,61
F,D,4429,161,62
F,D,3205,179,41
F,D,4717,174,87
F,T,5274,182,69
F,P,6014,179,95
F,T,3648,167,97
F,D,4710,167,72
F,T,5790,164,85
F,D,3719,145,67
F,D,3823,185,92
F,D,3916,179,70
F,D,4239,173,62
F,D,5790,160,97
F,P,6092,168,49
F,T,3248,157,96
F,D,3749,145,88
F,D,4683,184,98
F,P,5461,175,63
F,T,6716,163,47
F,D,6753,150,84
F,D,6206,182,76
F,T,4023,147,79
F,T,5837,163,93
F,T,5855,164,65
F,T,3994,148,54
F,T,5117,154,77
F,P,5510,151,72
F,D,4494,165,58
F,P,6345,148,61
F,P,4110,165,46
F,T,4547,181,54
F,D,3503,170,81
F,T,6215,160,96
F,T,6362,152,50
F,T,5737,170,50
F,T,4564,177,71
F,T,5262,170,89
F,D,3606,156,71
F,T,3695,154,57
F,T,5604,162,67
F,T,6135,162,73
F,P,5500,165,42
F,P,5901,146,71
M,D,4087,158,51
M,P,5982,158,49
M,P,6949,179,93
M,D,4004,183,63
M,T,6607,167,62
M,T,6645,174,67
M,P,3546,148,60
M,P,5348,184,64
M,D,6204,161,46
M,T,4411,172,50
M,T,5841,149,98
M,T,6725,157,60
M,D,3718,154,84
M,P,5943,165,64
M,P,5060,176,81
M,T,4735,153,89
M,D,3442,151,92
M,D,5995,179,42
M,D,4618,181,96
M,T,6563,171,44
M,P,4851,185,89
M,T,4698,152,53
M,D,3817,156,43
M,D,3098,178,61
M,T,6365,163,47
M,P,3916,169,90
M,D,5200,162,81
M,P,4565,170,60
M,T,3968,177,96
M,T,5919,168,56
M,D,5995,163,51
M,P,3188,154,61
M,P,4545,180,98
M,T,4520,175,63
M,D,6159,155,73
M,D,5915,177,88
M,D,5588,148,41
M,T,3611,165,64
M,P,5131,163,98
M,P,5616,167,70
M,T,3978,147,42
M,D,6484,147,91
M,T,4229,180,96
M,T,6523,145,96
M,P,4991,146,90
M,P,6991,152,94
M,D,6280,153,53
M,D,3478,180,63
M,D,4611,182,97
M,P,3842,146,50
