Gender,Job,Salary,Height,Weight
F,D,5857,184,73
F,T,5933,178,47
F,D,6795,162,47
F,D,3702,182,88
F,T,3990,150,62
F,D,4848,166,70
F,D,5974,173,96
F,D,5934,166,52
F,D,6945,178,72
F,D,4840,173,50
F,T,5652,158,78
F,P,3147,161,84
F,T,6382,174,64
F,D,3846,156,59
F,T,6717,172,61
F,D,4032,163,62
F,D,5700,149,92
F,D,6928,169,54
F,D,3206,176,43
F,D,4824,180,51
F,P,5343,170,80
F,T,5019,179,96
F,D,3358,145,42
F,D,3973,151,53
F,P,4629,174,52
F,T,5885,176,74
F,D,4638,151,90
F,D,4676,169,95
F,T,4016,175,74
F,T,6613,153,63
F,T,4458,149,96
F,T,4658,163,69
F,T,4752,152,76
F,P,5408,158,92
F,D,5540,163,82
F,P,5725,145,65
F,P,4826,169,47
F,T,4359,184,97
F,D,4116,169,98
F,T,3501,181,86
F,T,3746,178,85
F,T,3534,162,98
F,T,5662,163,50
F,T,5456,162,70
F,D,3376,151,84
F,T,4307,160,52
F,T,5688,149,74
F,T,6470,147,81
F,P,5668,149,59
F,P,6695,156,61
M,D,3656,145,64
M,P,5115,182,41
M,P,6208,147,71
M,D,6919,170,90
M,T,3150,171,85
M,T,5475,146,74
M,P,3896,181,69
M,P,3340,173,49
M,D,4007,167,63
M,T,5860,154,85
M,T,6194,171,48
M,T,5292,152,98
M,D,5796,164,55
M,P,4965,179,42
M,P,3516,151,88
M,T,6228,156,98
M,D,4957,163,91
M,D,3448,180,64
M,D,5168,159,50
M,T,5288,159,63
M,P,4986,180,70
M,T,4194,149,90
M,D,5235,158,95
M,D,3652,153,52
M,T,6409,184,84
M,P,4839,159,81
M,D,5872,153,78
M,P,5248,178,82
M,T,3713,153,51
M,T,5299,182,88
M,D,5365,160,77
M,P,6604,173,85
M,P,6623,173,59
M,T,4380,169,71
M,D,4395,160,64
M,D,5419,163,57
M,D,3809,184,67
M,T,4343,169,91
M,P,4090,161,88
M,P,4865,185,97
M,T,3296,178,89
M,D,5277,153,66
M,T,6470,175,90
M,T,4215,149,65
M,P,5316,146,78
M,P,4261,179,46
M,D,6422,181,91
M,D,3458,153,71
M,D,6818,179,50
M,P,4544,157,41
