Gender,Job,Salary,Height,Weight
F,D,3527,161,51
F,T,6220,148,97
F,D,3558,171,61
F,D,3710,148,82
F,T,5880,148,56
F,D,3815,167,52
F,D,3524,182,48
F,D,5982,158,98
F,D,6744,156,64
F,D,6573,164,50
F,T,4711,162,68
F,P,4214,178,56
F,T,4588,160,87
F,D,4694,151,51
F,T,6013,156,46
F,D,5601,179,86
F,D,6112,172,95
F,D,3349,179,61
F,D,6727,159,87
F,D,4885,171,69
F,P,4274,176,78
F,T,5401,161,59
F,D,6061,169,49
F,D,3851,182,92
F,P,5696,167,45
F,T,6161,176,93
F,D,5093,162,83
F,D,3828,177,65
F,T,3726,170,63
F,T,6372,156,91
F,T,3256,156,86
F,T,5654,160,53
F,T,3187,153,69
F,P,4848,173,80
F,D,6758,185,63
F,P,6762,155,97
F,P,6111,146,98
F,T,4235,154,71
F,D,5965,148,42
F,T,6458,181,44
F,T,6067,166,83
F,T,6889,147,74
F,T,5396,170,72
F,T,5148,168,61
F,D,5568,155,88
F,T,3181,171,82
F,T,4891,166,63
F,T,4704,165,92
F,P,6756,147,88
F,P,3244,174,75
M,D,3925,146,68
M,P,3506,184,50
M,P,5454,163,86
M,D,5391,184,68
M,T,5569,176,91
M,T,5039,148,83
M,P,4998,180,95
M,P,6750,154,70
M,D,6325,152,54
M,T,6314,152,52
M,T,5914,164,76
M,T,3899,159,96
M,D,6800,160,48
M,P,4477,185,55
M,P,3462,183,57
M,T,3339,167,50
M,D,6061,154,87
M,D,3442,184,82
M,D,3618,184,55
M,T,5159,156,72
M,P,6845,160,92
M,T,4382,181,63
M,D,3834,146,98
M,D,3107,171,70
M,T,6156,151,70
M,P,4774,152,69
M,D,3680,150,65
M,P,3403,153,79
M,T,6211,153,56
M,T,5397,170,80
M,D,3390,167,60
M,P,4189,156,47
M,P,4688,178,69
M,T,3244,161,62
M,D,4786,157,55
M,D,4185,167,49
M,D,3130,154,63
M,T,4810,152,52
M,P,3747,169,87
M,P,5841,146,62
M,T,4149,178,61
M,D,6536,165,72
M,T,4298,184,41
M,T,3608,168,54
M,P,5111,174,45
M,P,4152,145,98
M,D,4519,183,70
M,D,4461,156,59
M,D,5706,182,90
M,P,4984,157,62
