Gender,Job,Salary,Height,Weight
F,D,6711,166,45
F,T,3708,149,65
F,D,5877,165,80
F,D,4165,163,74
F,T,6037,159,64
F,D,5052,162,84
F,D,6909,168,79
F,D,3844,165,83
F,D,4493,171,71
F,D,4658,167,58
F,T,3398,152,88
F,P,3257,160,69
F,T,3760,155,59
F,D,5443,162,65
F,T,4075,149,69
F,D,6585,155,67
F,D,4463,169,76
F,D,4925,154,42
F,D,5267,160,93
F,D,3713,145,73
F,P,4567,177,68
F,T,4085,148,85
F,D,5550,169,88
F,D,5845,185,46
F,P,4515,178,96
F,T,3595,154,48
F,D,6694,158,69
F,D,6580,164,78
F,T,6647,168,63
F,T,6293,166,90
F,T,5686,185,92
F,T,5184,150,69
F,T,6837,161,94
F,P,3880,148,97
F,D,3969,170,93
F,P,4760,177,49
F,P,5500,160,77
F,T,5642,166,93
F,D,3617,174,52
F,T,5154,152,86
F,T,4715,162,77
F,T,5375,175,87
F,T,4911,185,62
F,T,4609,153,82
F,D,6955,153,92
F,T,6660,145,81
F,T,6169,160,59
F,T,6631,182,46
F,P,5528,156,94
F,P,6535,172,69
M,D,4753,148,56
M,P,3210,177,90
M,P,5601,178,46
M,D,3199,178,73
M,T,3977,153,75
M,T,4898,147,94
M,P,3581,162,84
M,P,5694,145,90
M,D,5359,165,73
M,T,3158,184,43
M,T,6567,184,90
M,T,6003,159,49
M,D,6537,184,57
M,P,5638,185,98
M,P,4077,152,67
M,T,4523,145,80
M,D,3764,174,57
M,D,6389,155,70
M,D,4930,156,81
M,T,6465,169,75
M,P,3717,175,68
M,T,4406,164,94
M,D,4719,174,60
M,D,6126,162,60
M,T,4581,164,55
M,P,6559,154,75
M,D,4572,175,90
M,P,5164,145,74
M,T,5678,148,65
M,T,3595,172,60
M,D,5063,181,52
M,P,3884,148,95
M,P,5614,182,86
M,T,3336,162,85
M,D,6354,176,84
M,D,3879,180,84
M,D,5354,182,89
M,T,4569,148,85
M,P,4683,172,47
M,P,3902,173,57
M,T,3450,154,78
M,D,3536,166,55
M,T,4572,185,94
M,T,3924,156,95
M,P,3767,147,60
M,P,6127,182,43
M,D,5711,153,63
M,D,3144,168,57
M,D,3420,184,43
M,P,5226,167,60
