Gender,Job,Salary,Height,Weight
F,D,3290,176,69
F,T,4084,162,48
F,D,4331,169,67
F,D,3862,153,80
F,T,5933,179,59
F,D,6824,179,63
F,D,5951,164,58
F,D,3971,147,73
F,D,3396,175,85
F,D,4636,165,53
F,T,5572,159,94
F,P,5194,172,80
F,T,6909,145,97
F,D,6242,182,94
F,T,6666,154,92
F,D,4630,185,79
F,D,5562,184,89
F,D,5173,157,74
F,D,6240,145,50
F,D,4494,163,51
F,P,5670,176,55
F,T,3664,171,87
F,D,4592,183,62
F,D,4516,156,96
F,P,6601,184,43
F,T,5306,169,78
F,D,5627,147,59
F,D,3447,173,50
F,T,3401,155,82
F,T,5047,173,52
F,T,6664,152,49
F,T,4199,157,97
F,T,4404,183,97
F,P,3226,178,85
F,D,5828,180,54
F,P,3498,162,62
F,P,3310,151,91
F,T,6002,158,78
F,D,6481,184,46
F,T,3426,172,77
F,T,6915,165,81
F,T,3787,184,98
F,T,3936,175,68
F,T,6267,150,49
F,D,3433,154,70
F,T,6938,176,43
F,T,4018,164,43
F,T,6645,185,96
F,P,3749,163,52
F,P,5640,159,54
M,D,4201,174,64
M,P,4706,168,44
M,P,5503,168,54
M,D,3362,168,51
M,T,6337,168,66
M,T,3693,175,67
M,P,4525,161,91
M,P,6398,178,57
M,D,3405,170,60
M,T,3964,176,49
M,T,4833,157,42
M,T,5899,159,41
M,D,5413,182,51
M,P,3565,158,50
M,P,3667,173,60
M,T,6331,174,60
M,D,3997,147,96
M,D,5723,147,78
M,D,4055,147,45
M,T,4295,160,73
M,P,3205,165,65
M,T,4390,148,54
M,D,4129,155,47
M,D,6711,154,47
M,T,4332,183,84
M,P,6668,152,71
M,D,3977,185,74
M,P,3990,164,58
M,T,6033,152,78
M,T,4796,170,54
M,D,6545,185,76
M,P,6685,181,82
M,P,4997,165,75
M,T,3275,175,70
M,D,6607,163,84
M,D,6681,185,61
M,D,3871,163,91
M,T,6028,151,43
M,P,6657,170,54
M,P,6493,182,41
M,T,3916,156,66
M,D,6834,165,86
M,T,6987,157,98
M,T,5012,178,48
M,P,4663,151,88
M,P,4811,184,61
M,D,4917,159,68
M,D,5321,147,78
M,D,3645,156,55
M,P,6363,147,61
