Gender,Job,Salary,Height,Weight
F,D,4219,172,73
F,T,3101,167,67
F,D,5780,176,92
F,D,6666,174,98
F,T,5556,153,96
F,D,3855,175,67
F,D,4061,163,76
F,D,3648,146,74
F,D,5684,171,68
F,D,5335,157,55
F,T,6385,175,69
F,P,6713,151,82
F,T,6559,165,94
F,D,6004,148,84
F,T,5865,162,72
F,D,6944,184,54
F,D,3287,167,55
F,D,3727,152,86
F,D,5069,168,70
F,D,4190,177,87
F,P,4187,157,78
F,T,5264,145,84
F,D,5818,167,94
F,D,4406,183,77
F,P,5539,159,96
F,T,5232,181,81
F,D,4901,182,45
F,D,5413,181,53
F,T,6521,168,93
F,T,6015,147,54
F,T,6288,147,91
F,T,4547,179,93
F,T,5773,181,94
F,P,3990,172,55
F,D,3950,158,98
F,P,5186,150,73
F,P,4777,159,83
F,T,5742,172,59
F,D,4324,163,68
F,T,4997,167,59
F,T,6264,157,61
F,T,3523,149,77
F,T,3543,147,91
F,T,5224,169,80
F,D,5558,183,96
F,T,4822,173,46
F,T,4068,177,66
F,T,4360,177,80
F,P,5919,159,96
F,P,6314,155,92
M,D,5332,154,56
M,P,3858,167,88
M,P,5152,174,91
M,D,3168,184,84
M,T,6261,184,91
M,T,4811,152,53
M,P,4030,172,72
M,P,5815,174,66
M,D,4946,172,48
M,T,3747,165,70
M,T,3268,168,91
M,T,3186,185,72
M,D,6044,156,53
M,P,5454,158,61
M,P,4527,164,92
M,T,4270,185,56
M,D,5613,166,52
M,D,6443,167,94
M,D,5583,182,63
M,T,3498,180,53
M,P,6815,177,52
M,T,5892,148,95
M,D,5121,180,81
M,D,5698,176,83
M,T,4997,159,74
M,P,5501,163,44
M,D,3394,158,95
M,P,6775,151,47
M,T,3417,155,44
M,T,4446,182,44
M,D,6425,178,73
M,P,3522,168,95
M,P,5891,179,69
M,T,5394,157,62
M,D,4402,183,48
M,D,6637,147,95
M,D,4769,177,87
M,T,6608,161,80
M,P,5968,178,56
M,P,5691,160,86
M,T,4035,157,48
M,D,3904,180,46
M,T,5551,154,97
M,T,4253,166,44
M,P,6329,183,75
M,P,4746,177,76
M,D,4394,149,98
M,D,3805,159,81
M,D,3677,168,75
M,P,4222,163,54
