Gender,Job,Salary,Height,Weight
F,D,6049,177,42
F,T,6718,181,41
F,D,3382,178,78
F,D,6608,173,84
F,T,3518,160,71
F,D,5996,182,46
F,D,5105,174,60
F,D,5529,155,60
F,D,4621,156,52
F,D,5488,174,77
F,T,6392,150,73
F,P,5232,179,54
F,T,5478,148,69
F,D,4605,182,75
F,T,5811,170,86
F,D,4186,184,67
F,D,6365,149,58
F,D,4842,147,88
F,D,6855,154,49
F,D,3410,159,80
F,P,5971,171,66
F,T,6227,154,62
F,D,3354,150,67
F,D,3487,151,49
F,P,6566,157,61
F,T,4620,182,51
F,D,4011,147,80
F,D,5055,163,76
F,T,3196,176,42
F,T,3400,145,83
F,T,3878,173,84
F,T,3885,179,76
F,T,5972,184,45
F,P,4330,170,86
F,D,3490,154,70
F,P,4783,172,64
F,P,6209,165,60
F,T,6712,170,42
F,D,6846,162,89
F,T,6453,169,82
F,T,5613,169,44
F,T,6916,184,92
F,T,5423,152,67
F,T,4946,173,69
F,D,3677,150,71
F,T,4000,149,52
F,T,4117,145,75
F,T,6784,160,95
F,P,4055,153,70
F,P,3517,146,84
M,D,6677,168,46
M,P,5878,181,95
M,P,5202,167,65
M,D,5744,151,88
M,T,4824,163,43
M,T,4954,178,60
M,P,4871,169,65
M,P,5480,160,71
M,D,5529,166,70
M,T,4414,162,95
M,T,3253,160,67
M,T,5247,178,41
M,D,4254,184,69
M,P,4296,151,85
M,P,3167,174,67
M,T,6714,153,62
M,D,4879,155,81
M,D,4595,148,76
M,D,3775,165,71
M,T,5520,178,71
M,P,5808,154,53
M,T,6753,178,48
M,D,5723,149,73
M,D,4990,177,74
M,T,6207,173,78
M,P,5472,168,86
M,D,4684,172,49
M,P,3804,162,47
M,T,6436,163,90
M,T,4829,171,83
M,D,6807,171,95
M,P,4236,178,96
M,P,5962,157,95
M,T,4991,169,97
M,D,4070,148,72
M,D,3858,146,86
M,D,3988,179,62
M,T,5194,173,93
M,P,5388,149,98
M,P,5629,154,50
M,T,6085,180,47
M,D,4357,164,70
M,T,6936,153,48
M,T,5346,156,60
M,P,3105,183,79
M,P,6022,173,73
M,D,5305,156,73
M,D,6982,173,62
M,D,3580,173,74
M,P,5101,161,80
