Gender,Job,Salary,Height,Weight
F,D,6034,152,83
F,T,4525,152,90
F,D,5913,149,66
F,D,3377,165,66
F,T,6746,146,84
F,D,5377,168,68
F,D,5158,161,65
F,D,3232,145,67
F,D,6141,185,45
F,D,5468,159,50
F,T,3187,175,62
F,P,4640,152,59
F,T,6888,178,54
F,D,4091,167,75
F,T,6759,151,65
F,D,4635,152,46
F,D,5250,184,97
F,D,6589,171,63
F,D,4231,166,63
F,D,3467,164,50
F,P,3296,168,49
F,T,6041,159,70
F,D,6701,163,82
F,D,4624,168,95
F,P,6743,168,60
F,T,3301,153,62
F,D,4085,158,75
F,D,5194,157,62
F,T,3397,172,98
F,T,4894,185,79
F,T,4994,150,98
F,T,6614,168,72
F,T,6363,164,89
F,P,6423,161,88
F,D,3965,183,75
F,P,3825,160,60
F,P,6513,161,90
F,T,6187,163,52
F,D,5956,162,50
F,T,6271,174,85
F,T,4071,176,45
F,T,6012,174,84
F,T,6191,180,87
F,T,5878,183,78
F,D,6705,171,91
F,T,5035,184,65
F,T,4625,156,96
F,T,3916,147,70
F,P,4206,175,48
F,P,5796,156,96
M,D,3764,164,60
M,P,4071,183,55
M,P,5851,184,68
M,D,3279,168,64
M,T,6769,185,48
M,T,5724,157,66
M,P,6403,145,62
M,P,3563,180,88
M,D,3544,146,78
M,T,6042,146,88
M,T,5771,168,56
M,T,3749,177,86
M,D,4586,184,58
M,P,5936,162,93
M,P,6738,165,53
M,T,3195,174,98
M,D,5113,148,71
M,D,5111,183,52
M,D,6695,166,63
M,T,5014,165,74
M,P,5478,166,72
M,T,4620,147,95
M,D,5191,176,62
M,D,3821,177,66
M,T,5443,177,43
M,P,6078,176,98
M,D,4262,185,77
M,P,4413,170,54
M,T,4826,179,60
M,T,6435,162,68
M,D,3877,159,82
M,P,5031,183,65
M,P,6006,162,94
M,T,4752,167,57
M,D,4543,178,48
M,D,5462,165,82
M,D,4056,149,66
M,T,4302,182,73
M,P,3796,155,88
M,P,4799,155,81
M,T,6733,152,73
M,D,6933,180,70
M,T,6431,184,80
M,T,6276,174,83
M,P,3867,171,46
M,P,6420,155,86
M,D,4028,171,41
M,D,5669,167,92
M,D,6301,173,80
M,P,5012,172,62
