Gender,Job,Salary,Height,Weight
F,D,4269,178,78
F,T,4728,157,76
F,D,4863,154,72
F,D,4758,169,58
F,T,6776,184,94
F,D,3562,160,55
F,D,6664,181,84
F,D,3574,170,65
F,D,4168,182,42
F,D,4183,160,65
F,T,6796,183,91
F,P,5749,148,54
F,T,5209,162,73
F,D,4416,157,80
F,T,5644,148,66
F,D,3562,154,72
F,D,6839,150,56
F,D,5964,170,94
F,D,4220,162,77
F,D,5059,177,90
F,P,5298,149,85
F,T,4826,164,93
F,D,4134,148,92
F,D,3951,147,67
F,P,4875,168,69
F,T,4929,150,71
F,D,4513,175,70
F,D,5033,152,96
F,T,4046,179,71
F,T,3201,156,48
F,T,5946,146,77
F,T,3718,176,83
F,T,5153,156,77
F,P,5408,177,85
F,D,6261,157,45
F,P,3314,164,78
F,P,6097,150,86
F,T,5404,166,44
F,D,6005,166,94
F,T,3705,171,73
F,T,4617,166,93
F,T,6578,171,69
F,T,4540,181,47
F,T,6101,163,47
F,D,4790,181,72
F,T,6476,163,77
F,T,4633,167,87
F,T,6482,178,59
F,P,5675,147,66
F,P,3902,171,55
M,D,6427,172,57
M,P,6821,176,54
M,P,4607,148,91
M,D,4009,163,94
M,T,4804,177,74
M,T,5009,183,66
M,P,6737,157,63
M,P,6657,157,85
M,D,6082,160,84
M,T,4263,152,72
M,T,3198,165,55
M,T,4221,163,53
M,D,4024,172,56
M,P,6847,164,63
M,P,6896,176,81
M,T,5277,173,66
M,D,5130,169,48
M,D,5598,147,53
M,D,3118,178,85
M,T,5142,177,45
M,P,4240,180,60
M,T,4319,179,76
M,D,5240,169,73
M,D,5439,159,50
M,T,4302,154,54
M,P,6525,175,49
M,D,6511,172,86
M,P,3653,175,83
M,T,4708,176,59
M,T,3587,180,88
M,D,6496,155,67
M,P,4179,166,48
M,P,5313,149,61
M,T,6958,163,52
M,D,4446,176,63
M,D,6923,182,63
M,D,5075,146,92
M,T,3578,149,54
M,P,5737,153,88
M,P,5460,157,84
M,T,3473,167,59
M,D,3828,178,79
M,T,3745,162,55
M,T,5359,179,85
M,P,3115,162,79
M,P,6562,171,44
M,D,6693,182,57
M,D,5064,151,88
M,D,6123,155,95
M,P,3854,148,75
