Gender,Job,Salary,Height,Weight
F,D,3231,153,76
F,T,3117,149,76
F,D,5777,147,74
F,D,4945,179,89
F,T,5350,172,50
F,D,5987,153,67
F,D,5630,150,58
F,D,3825,151,49
F,D,4901,159,92
F,D,6166,168,46
F,T,4655,176,94
F,P,3497,175,55
F,T,4463,149,61
F,D,4525,167,49
F,T,3327,162,46
F,D,6345,178,72
F,D,6757,169,82
F,D,6793,161,52
F,D,6512,162,51
F,D,5744,164,61
F,P,3956,177,85
F,T,5133,161,51
F,D,5043,165,75
F,D,4695,150,77
F,P,6629,146,75
F,T,3626,150,86
F,D,3184,185,90
F,D,3558,182,68
F,T,3572,158,69
F,T,4732,173,46
F,T,4660,185,49
F,T,3487,178,83
F,T,3852,160,88
F,P,4353,164,90
F,D,4399,150,41
F,P,4033,161,59
F,P,6575,152,97
F,T,6067,184,48
F,D,3865,149,65
F,T,6476,156,70
F,T,6845,183,91
F,T,4763,160,54
F,T,3604,177,64
F,T,5236,158,41
F,D,4207,176,51
F,T,4787,161,64
F,T,6475,149,53
F,T,6193,175,94
F,P,5148,156,93
F,P,3345,183,52
M,D,4677,162,47
M,P,3622,163,53
M,P,5442,162,57
M,D,4285,158,48
M,T,3508,172,41
M,T,5234,178,64
M,P,6240,172,84
M,P,4679,169,61
M,D,4322,175,91
M,T,5829,177,60
M,T,6839,173,98
M,T,3751,161,45
M,D,3540,171,47
M,P,6877,173,55
M,P,4659,145,75
M,T,3838,155,74
M,D,4162,151,43
M,D,5894,154,95
M,D,3787,170,74
M,T,6189,165,47
M,P,3170,173,65
M,T,6172,185,98
M,D,4204,175,55
M,D,6339,182,49
M,T,5797,178,53
M,P,5811,171,53
M,D,4188,156,69
M,P,3554,151,86
M,T,6667,151,86
M,T,4904,158,96
M,D,3619,175,49
M,P,5725,183,94
M,P,4393,163,60
M,T,5418,172,76
M,D,5610,156,73
M,D,5221,167,49
M,D,5193,152,42
M,T,3664,159,97
M,P,4181,170,86
M,P,4494,181,81
M,T,4198,159,73
M,D,4443,151,77
M,T,6054,168,87
M,T,4614,157,79
M,P,5220,172,75
M,P,6097,162,51
M,D,4153,182,96
M,D,4341,148,79
M,D,5306,174,84
M,P,5053,155,73
